id,school_name,state,school_type,grade_level,funding_per_student_usd,avg_test_score_percent,student_teacher_ratio,percent_low_income,percent_minority,internet_access_percent,dropout_rate_percent,digital_divide_score,resource_pressure_score,socioeconomic_risk_score,academic_health_score,equity_score,risk_category
490,Baker High School,New York,Private,Middle,8014.98,40.0,11.8,76.8,41.9,65.5,8.01,34.5,11.8,59.349999999999994,31.990000000000002,18.103712493837552,High Risk
491,Fernandez High School,Ohio,Private,High,16179.94,64.3,15.3,19.3,49.4,83.8,0.5,16.200000000000003,15.3,34.35,63.8,68.48031444223862,Medium Risk
492,Hogan Elementary School,Illinois,Private,Middle,5883.7,47.4,23.7,10.2,68.3,94.4,1.71,5.599999999999994,23.7,39.25,45.69,33.45460764259913,High Risk
493,Santana High School,Texas,Private,High,9716.5,40.0,17.1,80.0,24.0,52.7,9.28,47.3,17.1,52.0,30.72,13.014458774884108,High Risk
494,Miller Middle School,Illinois,Public,Elementary,10442.89,51.6,21.9,12.6,34.3,80.4,0.59,19.599999999999994,21.9,23.45,51.01,42.753117361485664,Medium Risk
495,Smith Elementary School,New York,Charter,Middle,9316.56,47.1,10.8,52.6,7.6,77.6,2.63,22.400000000000006,10.8,30.1,44.47,39.549819732638,High Risk
496,Jones High School,Illinois,Charter,Middle,22737.04,56.8,10.4,75.6,41.8,56.1,5.35,43.9,10.4,58.699999999999996,51.449999999999996,54.565187722405085,Medium Risk
497,Gonzales Middle School,New York,Charter,High,20071.1,52.6,23.9,22.5,81.8,91.7,3.18,8.299999999999997,23.9,52.15,49.42,52.76140500607359,Medium Risk
498,Green High School,New York,Public,High,7215.76,40.0,28.0,48.7,48.4,86.4,5.44,13.599999999999994,28.0,48.55,34.56,17.710196740157492,High Risk
499,Smith Elementary School,Ohio,Private,Middle,16365.49,40.0,20.9,92.1,17.8,85.3,9.23,14.700000000000003,20.9,54.949999999999996,30.77,29.44865994995005,High Risk
500,Hernandez High School,Ohio,Charter,Middle,5664.88,40.0,17.7,56.8,12.5,79.2,4.0,20.799999999999997,17.7,34.65,36.0,21.943657107787452,High Risk
501,Cervantes Middle School,Illinois,Private,High,22107.28,74.7,10.2,38.3,23.5,86.9,0.5,13.099999999999994,10.2,30.9,74.2,92.5864617201962,Low Risk
502,Martinez High School,Florida,Charter,Elementary,13705.49,48.9,27.4,28.3,7.7,68.0,4.45,32.0,27.4,18.0,44.449999999999996,34.76343170624849,High Risk
503,Hunter Elementary School,Illinois,Private,Elementary,7487.38,40.0,19.8,11.0,67.3,50.7,7.71,49.3,19.8,39.15,32.29,10.66008150355951,High Risk
504,Ponce High School,California,Public,Middle,17376.31,40.0,14.2,74.1,90.5,58.7,10.1,41.3,14.2,82.3,29.9,21.08579580823131,High Risk
505,Dickson Elementary School,Michigan,Private,High,8588.45,40.0,29.6,48.0,56.9,77.4,7.9,22.599999999999994,29.6,52.45,32.1,13.606836541748962,High Risk
506,Carter Middle School,North Carolina,Private,Middle,19483.87,56.1,13.7,74.2,47.7,93.6,4.26,6.400000000000006,13.7,60.95,51.84,61.22266290239984,Medium Risk
507,Collins Middle School,Michigan,Charter,Elementary,8926.76,55.5,15.9,35.6,44.1,76.8,0.5,23.200000000000003,15.9,39.85,55.0,45.76269586349713,Medium Risk
508,Cruz Middle School,Texas,Charter,Middle,9136.39,40.0,26.0,88.5,12.7,57.8,11.7,42.2,26.0,50.6,28.3,8.071252629808475,High Risk
509,Wagner Elementary School,Ohio,Public,Middle,17460.02,47.0,12.3,70.6,70.3,70.7,9.15,29.299999999999997,12.3,70.44999999999999,37.85,37.08542611774812,High Risk
510,Peterson High School,North Carolina,Charter,High,19319.02,58.3,13.9,16.9,30.6,51.5,2.92,48.5,13.9,23.75,55.379999999999995,54.75117737124686,Medium Risk
511,Hensley Middle School,Pennsylvania,Charter,Elementary,18396.07,43.1,21.3,63.1,43.7,76.5,7.3,23.5,21.3,53.400000000000006,35.800000000000004,33.39319867562881,High Risk
512,Smith Elementary School,Florida,Public,High,12295.52,47.1,18.2,38.1,26.6,74.1,4.76,25.900000000000006,18.2,32.35,42.34,36.23818125039337,High Risk
513,Curry Middle School,Georgia,Public,High,19980.84,63.6,15.2,16.7,18.4,71.7,1.29,28.299999999999997,15.2,17.549999999999997,62.31,69.85699870517037,Medium Risk
514,Mercado Elementary School,North Carolina,Private,High,7794.44,40.0,29.5,41.0,65.1,74.3,5.66,25.700000000000003,29.5,53.05,34.34,12.591684754879338,High Risk
515,Mendez Middle School,Illinois,Private,High,6712.11,40.0,26.9,25.7,47.4,60.0,5.37,40.0,26.9,36.55,34.63,10.293466969211972,High Risk
516,Powell Elementary School,Ohio,Charter,High,22563.27,54.8,14.2,79.0,83.1,74.4,7.16,25.599999999999994,14.2,81.05,47.64,52.160497863219476,Medium Risk
517,Hampton Middle School,Florida,Private,Elementary,15236.52,55.3,23.7,13.0,19.1,71.1,1.67,28.900000000000006,23.7,16.05,53.629999999999995,49.10871950425854,Medium Risk
518,Schultz Middle School,Texas,Public,Elementary,5901.92,40.0,24.7,11.0,77.0,64.5,7.48,35.5,24.7,44.0,32.519999999999996,10.209903917869422,High Risk
519,Mendoza Middle School,Florida,Charter,High,22177.28,61.2,13.0,65.6,79.8,79.1,4.03,20.900000000000006,13.0,72.69999999999999,57.17,64.43714571804182,Medium Risk
520,Thomas Middle School,Texas,Private,High,17262.97,43.0,24.9,84.4,65.5,61.8,9.24,38.2,24.9,74.95,33.76,20.918473794313478,High Risk
521,Stevens Middle School,Ohio,Private,Elementary,17356.53,51.6,11.6,14.9,56.6,54.9,1.48,45.1,11.6,35.75,50.120000000000005,45.76878009115736,Medium Risk
522,Foster Elementary School,Texas,Public,High,22895.34,44.3,25.5,45.5,63.2,53.8,5.89,46.2,25.5,54.35,38.41,30.269694476284307,High Risk
523,Martin Middle School,California,Private,Elementary,20741.08,55.0,28.8,58.6,81.3,86.3,6.66,13.700000000000003,28.8,69.95,48.34,47.74042819979371,Medium Risk
524,Schroeder Middle School,Georgia,Public,High,23784.47,58.9,23.7,36.0,68.9,80.9,3.8,19.099999999999994,23.7,52.45,55.1,60.825680431543056,Medium Risk
525,Lucas High School,California,Charter,Middle,6395.51,41.5,19.7,85.8,22.4,88.4,6.75,11.599999999999994,19.7,54.099999999999994,34.75,22.7348832154516,High Risk
526,Sweeney Elementary School,New York,Private,High,7964.41,40.0,26.5,36.4,88.1,53.4,10.93,46.6,26.5,62.25,29.07,3.6296962042374776,High Risk
527,Miller Elementary School,New York,Private,Middle,14667.99,54.8,23.8,27.4,83.7,81.0,5.48,19.0,23.8,55.55,49.31999999999999,44.035375636640524,Medium Risk
528,Williams Elementary School,New York,Private,Elementary,16355.89,48.1,23.0,53.7,55.9,78.7,6.13,21.299999999999997,23.0,54.8,41.97,37.263499785214755,High Risk
529,Houston Elementary School,Ohio,Public,Middle,15207.97,52.8,13.8,17.4,80.0,61.4,0.77,38.6,13.8,48.7,52.029999999999994,44.25775576361729,Medium Risk
530,Evans Elementary School,Florida,Charter,High,14713.27,43.9,26.2,94.9,39.6,81.0,10.87,19.0,26.2,67.25,33.03,25.312024101065084,High Risk
531,Hopkins High School,New York,Private,High,23305.84,46.6,18.6,60.9,82.7,51.4,10.11,48.6,18.6,71.8,36.49,32.40850772658068,High Risk
532,Mccoy Middle School,Pennsylvania,Charter,Elementary,22658.61,48.7,26.2,44.8,65.1,71.4,7.49,28.599999999999994,26.2,54.949999999999996,41.21,40.28489958256528,Medium Risk
533,Wolfe Elementary School,Texas,Private,Middle,8881.62,40.0,11.4,86.8,57.7,73.7,9.19,26.299999999999997,11.4,72.25,30.810000000000002,19.86902337101766,High Risk
534,Sweeney High School,Illinois,Public,High,7961.54,40.0,18.6,48.1,71.2,62.4,6.35,37.6,18.6,59.650000000000006,33.65,13.73647988333514,High Risk
535,Howard High School,Ohio,Charter,Elementary,13048.54,41.1,22.4,30.2,55.1,76.3,7.67,23.700000000000003,22.4,42.65,33.43,25.364810560266804,High Risk
536,Horn Middle School,Florida,Public,Elementary,21000.4,61.5,20.7,19.3,69.0,74.4,1.32,25.599999999999994,20.7,44.15,60.18,62.52593332807835,Medium Risk
537,Walsh Elementary School,New York,Public,Middle,11314.29,40.0,27.0,45.3,86.9,78.7,8.79,21.299999999999997,27.0,66.1,31.21,16.43057832533781,High Risk
538,Abbott High School,California,Private,Elementary,24391.42,63.3,12.0,78.8,58.2,75.9,2.92,24.099999999999994,12.0,68.5,60.379999999999995,70.12192542480575,Low Risk
539,Garcia High School,New York,Public,Middle,10273.32,40.0,18.8,54.1,80.6,58.2,7.76,41.8,18.8,67.35,32.24,13.142322873499685,High Risk
540,Martinez Middle School,North Carolina,Charter,High,24453.33,58.8,24.0,38.6,37.9,82.8,5.31,17.200000000000003,24.0,38.25,53.489999999999995,63.252180373281206,Medium Risk
541,Ponce Middle School,Michigan,Private,Middle,14253.69,40.0,17.5,78.5,65.8,58.3,9.95,41.7,17.5,72.15,30.05,16.89280334130464,High Risk
542,Thompson Elementary School,Ohio,Charter,Middle,10422.95,40.1,16.7,84.1,51.7,94.6,7.64,5.400000000000006,16.7,67.9,32.46,27.263694469990224,High Risk
543,Rogers Elementary School,Georgia,Charter,High,10379.77,44.0,16.2,20.6,26.8,50.3,5.28,49.7,16.2,23.700000000000003,38.72,24.08351371756462,High Risk
544,Diaz High School,Michigan,Private,High,5360.83,41.8,15.2,24.8,90.5,80.5,3.48,19.5,15.2,57.65,38.32,22.741543126470354,High Risk
545,Richardson Elementary School,New York,Private,High,14951.05,40.0,14.9,84.3,43.4,53.0,11.93,47.0,14.9,63.849999999999994,28.07,17.62537078224758,High Risk
546,Fisher Middle School,California,Charter,Middle,23198.11,57.1,29.2,35.4,38.7,82.5,4.21,17.5,29.2,37.05,52.89,57.26433001664955,Medium Risk
547,Wells High School,Ohio,Private,Elementary,18941.6,48.0,25.1,53.1,42.0,68.2,5.35,31.799999999999997,25.1,47.55,42.65,36.63234028545751,High Risk
548,Donaldson Elementary School,Texas,Public,Elementary,9772.35,40.0,26.3,26.3,39.1,50.4,7.14,49.6,26.3,32.7,32.86,10.592741253192651,High Risk
549,Patrick Elementary School,California,Private,Elementary,22742.65,68.2,21.7,16.3,39.4,83.8,0.89,16.200000000000003,21.7,27.85,67.31,77.88273395972742,Low Risk
550,Wall High School,Texas,Public,High,16853.7,49.4,13.1,40.3,92.9,52.3,7.01,47.7,13.1,66.6,42.39,33.96711115317708,High Risk
551,Sanchez High School,New York,Charter,Elementary,21935.74,56.2,28.8,44.7,29.3,81.0,3.32,19.0,28.8,37.0,52.88,54.81701647760277,Medium Risk
552,Brown Elementary School,Ohio,Public,High,15562.27,47.2,10.5,84.2,59.1,67.1,6.72,32.900000000000006,10.5,71.65,40.480000000000004,35.848356637298814,High Risk
553,Walters Middle School,Georgia,Private,Middle,24158.05,64.7,19.8,36.1,33.9,78.8,1.48,21.200000000000003,19.8,35.0,63.220000000000006,73.3457524682937,Low Risk
554,Diaz Elementary School,Ohio,Charter,Elementary,7556.05,44.1,20.4,76.7,12.5,78.1,6.81,21.900000000000006,20.4,44.6,37.29,24.572051561442898,High Risk
555,Strong Elementary School,Georgia,Private,Elementary,17592.28,40.2,26.9,81.6,63.9,76.0,8.92,24.0,26.9,72.75,31.28,22.091233555231543,High Risk
556,Barrera High School,Pennsylvania,Public,Middle,16969.88,40.0,21.9,90.1,34.8,61.6,10.37,38.4,21.9,62.449999999999996,29.630000000000003,19.79465986391495,High Risk
557,Rice Middle School,Pennsylvania,Public,High,21368.94,54.6,11.2,75.7,63.4,82.2,4.01,17.799999999999997,11.2,69.55,50.59,57.98117399656884,Medium Risk
558,Stone Elementary School,Florida,Public,High,16441.31,42.8,28.1,63.5,38.9,89.4,8.19,10.599999999999994,28.1,51.2,34.61,31.20957653300379,High Risk
559,Moss Elementary School,Florida,Charter,Elementary,15765.31,40.6,23.5,37.7,75.4,69.3,8.2,30.700000000000003,23.5,56.550000000000004,32.400000000000006,22.67201484484378,High Risk
560,Cohen Elementary School,Ohio,Charter,High,19511.97,49.5,15.2,89.1,91.3,95.3,6.34,4.700000000000003,15.2,90.19999999999999,43.16,47.911741489686996,Medium Risk
561,Pope Middle School,North Carolina,Private,Middle,18980.84,57.9,28.5,31.9,7.7,93.0,1.85,7.0,28.5,19.8,56.05,60.85492986135518,Medium Risk
562,Kidd Middle School,New York,Charter,Elementary,19492.29,42.7,25.9,68.5,5.1,51.2,10.54,48.8,25.9,36.8,32.160000000000004,23.575503004771775,High Risk
563,Garner High School,Illinois,Private,Middle,6181.26,45.2,20.6,43.3,46.9,100.0,2.03,0.0,20.6,45.099999999999994,43.17,33.88849627745675,High Risk
564,Hall High School,North Carolina,Private,Elementary,8365.77,47.9,21.8,29.4,14.5,99.6,0.5,0.4000000000000057,21.8,21.95,47.4,42.78538393770909,Medium Risk
565,Spencer Elementary School,Texas,Public,Middle,5675.25,41.8,17.3,61.7,50.6,84.7,4.63,15.299999999999997,17.3,56.150000000000006,37.169999999999995,23.04003334893215,High Risk
566,Smith Middle School,Pennsylvania,Private,Middle,21193.26,50.4,25.5,91.0,88.2,90.8,8.27,9.200000000000003,25.5,89.6,42.129999999999995,42.658470326209844,Medium Risk
567,Rodriguez Middle School,Georgia,Charter,High,24739.15,56.6,15.3,87.0,72.6,83.3,5.09,16.700000000000003,15.3,79.8,51.510000000000005,60.44100500735601,Medium Risk
568,Hernandez Elementary School,Michigan,Private,High,21016.89,62.0,12.0,42.5,86.7,92.5,1.28,7.5,12.0,64.6,60.72,71.6578872525079,Low Risk
569,Parker Middle School,Georgia,Private,High,10167.94,48.8,11.4,54.9,11.8,71.5,4.76,28.5,11.4,33.35,44.04,38.7471795493294,High Risk
570,Hill High School,Illinois,Charter,High,17127.44,48.3,29.2,55.6,73.9,92.0,4.83,8.0,29.2,64.75,43.47,38.63809285816034,High Risk
571,Boyd Middle School,Michigan,Private,Middle,15685.52,40.0,28.7,20.5,91.5,54.9,8.75,45.1,28.7,56.0,31.25,13.668438187062142,High Risk
572,Martin Elementary School,Texas,Private,Middle,15104.98,49.1,16.9,50.6,49.9,74.8,4.78,25.200000000000003,16.9,50.25,44.32,40.44981147138161,Medium Risk
573,Perez Middle School,Michigan,Private,Middle,7496.69,40.0,13.7,87.5,92.9,90.1,8.0,9.900000000000006,13.7,90.2,32.0,20.67473891576263,High Risk
574,Vazquez Middle School,North Carolina,Public,Elementary,18587.73,49.5,27.9,16.1,41.7,72.9,4.44,27.099999999999994,27.9,28.900000000000002,45.06,41.061670314324374,Medium Risk
575,Patel High School,North Carolina,Public,Elementary,17026.8,42.4,24.1,90.7,7.4,72.6,7.98,27.400000000000006,24.1,49.050000000000004,34.42,28.273281839346268,High Risk
576,Sawyer High School,Michigan,Private,Middle,23266.81,41.0,25.1,74.0,83.1,68.3,9.16,31.700000000000003,25.1,78.55,31.84,27.103689271405468,High Risk
577,Gilbert Elementary School,Michigan,Charter,Middle,7886.68,47.7,22.7,48.1,45.7,91.1,4.46,8.900000000000006,22.7,46.900000000000006,43.24,33.28161120160773,High Risk
578,Juarez Elementary School,California,Private,High,18027.26,54.2,24.9,78.6,30.6,91.8,7.51,8.200000000000003,24.9,54.599999999999994,46.690000000000005,49.52486399884482,Medium Risk
579,Kaufman Elementary School,New York,Private,Elementary,15178.78,42.2,18.3,49.0,54.3,56.7,5.12,43.3,18.3,51.65,37.080000000000005,24.648178732844933,High Risk
580,Garcia Elementary School,Texas,Charter,Elementary,24540.9,65.6,24.9,41.4,14.7,89.4,2.5,10.599999999999994,24.9,28.049999999999997,63.099999999999994,76.12447343477662,Low Risk
581,Smith Middle School,Georgia,Private,High,12624.09,40.0,12.3,45.5,16.2,61.3,6.72,38.7,12.3,30.85,33.28,26.222891837277935,High Risk
582,Rodriguez High School,Ohio,Public,High,9551.58,40.0,22.0,46.6,46.7,82.1,5.67,17.900000000000006,22.0,46.650000000000006,34.33,22.55470753499115,High Risk
583,Scott High School,Texas,Public,High,5557.04,40.0,26.8,60.8,87.0,66.5,10.97,33.5,26.8,73.9,29.03,3.5822431518394318,High Risk
584,Wilson Elementary School,Michigan,Private,Elementary,21985.55,57.2,16.3,32.1,50.2,74.5,1.81,25.5,16.3,41.150000000000006,55.39,61.177292317104595,Medium Risk
585,Benson High School,Texas,Charter,High,16795.47,57.9,27.3,44.6,9.2,97.1,2.57,2.9000000000000057,27.3,26.9,55.33,59.13342336221806,Medium Risk
586,Tanner Middle School,Michigan,Public,Elementary,24643.68,62.3,29.2,49.6,90.5,82.5,4.19,17.5,29.2,70.05,58.11,60.746228978849594,Medium Risk
587,Clay Middle School,Florida,Charter,Elementary,19588.2,54.8,17.7,18.4,24.3,68.1,0.5,31.900000000000006,17.7,21.35,54.3,55.75968789830945,Medium Risk
588,Green Middle School,Texas,Public,High,11152.11,43.0,23.0,50.8,55.1,94.4,6.16,5.599999999999994,23.0,52.95,36.84,30.68070630508175,High Risk
589,Tucker Elementary School,Georgia,Private,Middle,6794.44,40.0,11.3,48.8,71.0,66.0,4.8,34.0,11.3,59.9,35.2,18.517700955793785,High Risk
590,Jackson Middle School,Texas,Private,High,15986.0,50.5,23.3,21.3,67.6,51.7,5.95,48.3,23.3,44.449999999999996,44.55,31.74339948005189,High Risk
591,Donaldson Middle School,Michigan,Private,Elementary,6852.91,40.0,15.5,83.9,56.2,58.4,8.43,41.6,15.5,70.05000000000001,31.57,10.482680832617348,High Risk
592,Gallegos Middle School,Florida,Public,Elementary,17125.75,50.7,23.3,48.1,73.4,82.7,3.95,17.299999999999997,23.3,60.75,46.75,42.70906526659148,Medium Risk
593,Short Elementary School,Texas,Charter,Middle,8044.86,56.6,15.3,39.9,52.6,95.0,0.94,5.0,15.3,46.25,55.660000000000004,51.66762148662187,Medium Risk
594,Martin Middle School,Texas,Private,High,5934.15,40.0,26.2,48.5,55.5,81.3,6.22,18.700000000000003,26.2,52.0,33.78,14.668391260923174,High Risk
595,Morgan Elementary School,New York,Public,Elementary,17817.89,43.6,19.2,53.4,38.0,65.7,7.4,34.3,19.2,45.7,36.2,31.823229470453747,High Risk
596,Huff Middle School,Florida,Public,Elementary,11360.92,40.0,27.2,12.7,93.3,68.9,6.98,31.099999999999994,27.2,53.0,33.019999999999996,15.59446383776308,High Risk
597,Ortiz High School,Ohio,Private,High,24702.86,56.5,22.0,21.8,67.5,61.6,5.06,38.4,22.0,44.65,51.44,53.750228280647,Medium Risk
598,Young Middle School,Florida,Public,Middle,15878.01,45.0,28.6,83.6,55.0,90.2,9.28,9.799999999999997,28.6,69.3,35.72,30.24345438643826,High Risk
599,Johnson High School,Illinois,Private,Middle,11880.67,58.8,11.4,52.8,6.3,99.6,1.68,0.4000000000000057,11.4,29.549999999999997,57.12,64.63838721779824,Medium Risk
600,Walker High School,Illinois,Charter,High,21353.04,52.5,15.0,75.4,10.2,87.5,2.95,12.5,15.0,42.800000000000004,49.55,59.21268951017106,Medium Risk
601,King Elementary School,Florida,Public,High,6672.14,45.9,21.0,11.2,77.9,81.0,2.9,19.0,21.0,44.550000000000004,43.0,28.17427458663273,High Risk
602,Payne Elementary School,Florida,Public,Elementary,10947.39,41.9,28.0,65.8,7.5,99.4,7.24,0.5999999999999943,28.0,36.65,34.66,29.71164892392342,High Risk
603,Bailey Middle School,Georgia,Charter,Elementary,8276.1,54.8,12.7,23.9,32.4,77.1,2.43,22.900000000000006,12.7,28.15,52.37,46.86005713594423,Medium Risk
604,Sherman High School,Pennsylvania,Charter,High,19997.83,50.0,16.0,85.0,55.7,84.7,4.94,15.299999999999997,16.0,70.35,45.06,48.322591337327324,Medium Risk
605,Simpson Middle School,Ohio,Charter,Middle,13436.12,41.6,23.3,26.9,24.5,58.8,5.89,41.2,23.3,25.7,35.71,22.978315206198914,High Risk
606,Herrera Middle School,Texas,Public,Middle,23848.15,67.7,10.6,34.7,24.4,65.9,2.65,34.099999999999994,10.6,29.55,65.05,77.73384306305927,Low Risk
607,Ray Elementary School,Pennsylvania,Private,Middle,19833.66,51.5,11.3,63.2,70.3,51.8,8.0,48.2,11.3,66.75,43.5,40.393619876176146,Medium Risk
608,Russell High School,New York,Public,High,15946.73,57.0,17.7,15.9,45.3,70.9,2.16,29.099999999999994,17.7,30.599999999999998,54.84,53.179738094378855,Medium Risk
609,Thompson Middle School,California,Public,Elementary,21277.18,43.8,25.8,17.6,67.0,54.0,6.86,46.0,25.8,42.3,36.94,28.91128937204532,High Risk
610,Marshall High School,Ohio,Charter,Middle,5611.5,47.1,14.1,44.3,50.5,90.5,2.15,9.5,14.1,47.4,44.95,35.64523842913077,High Risk
611,Brown Elementary School,Illinois,Public,Elementary,21114.49,49.9,21.7,87.5,48.4,96.9,6.97,3.0999999999999943,21.7,67.95,42.93,49.851708293686045,Medium Risk
612,Moss Elementary School,Illinois,Charter,Middle,19867.04,51.8,18.4,33.1,43.9,51.4,5.59,48.6,18.4,38.5,46.209999999999994,41.54787259013647,Medium Risk
613,Hood Middle School,Florida,Public,High,12569.89,46.2,17.6,36.7,86.5,93.0,3.22,7.0,17.6,61.6,42.980000000000004,39.00210930864123,High Risk
614,Brown Middle School,North Carolina,Charter,Middle,5036.13,40.0,26.2,60.9,75.0,95.9,7.12,4.099999999999994,26.2,67.95,32.88,16.082288245262966,High Risk
615,Cooke Elementary School,Texas,Private,Middle,24492.1,57.2,17.5,71.8,83.1,92.0,4.17,8.0,17.5,77.44999999999999,53.03,63.37489204471106,Medium Risk
616,Williams Elementary School,California,Charter,Elementary,22025.13,53.8,12.8,87.8,61.1,94.0,5.66,6.0,12.8,74.45,48.14,59.512249241144026,Medium Risk
617,Smith Middle School,Ohio,Public,Middle,6815.96,40.0,14.0,56.3,62.7,56.5,11.41,43.5,14.0,59.5,28.59,10.770601011411934,High Risk
618,Gonzalez High School,New York,Private,High,22589.03,64.9,15.9,14.8,94.5,76.3,0.5,23.700000000000003,15.9,54.65,64.4,70.88018951830594,Low Risk
619,Hudson High School,Michigan,Private,Middle,11060.5,40.6,20.0,62.9,63.2,86.6,6.96,13.400000000000006,20.0,63.05,33.64,24.906243326364503,High Risk
620,Gay Middle School,North Carolina,Private,High,9267.77,59.4,15.7,16.3,55.9,91.4,0.5,8.599999999999994,15.7,36.1,58.9,56.635358593207314,Medium Risk
621,Flores Middle School,New York,Charter,Elementary,19996.34,59.3,14.0,46.6,18.4,80.0,2.66,20.0,14.0,32.5,56.64,65.49910415342197,Medium Risk
622,Ramos Middle School,North Carolina,Charter,Middle,21648.82,45.8,28.2,51.7,21.7,53.7,9.32,46.3,28.2,36.7,36.48,29.969122084220785,High Risk
623,Williams Elementary School,Michigan,Public,Elementary,12661.46,50.1,25.7,38.7,48.4,94.3,4.67,5.700000000000003,25.7,43.55,45.43,41.49763522994262,Medium Risk
624,Medina Elementary School,Ohio,Public,High,13510.04,48.9,18.9,35.2,12.9,76.9,4.68,23.099999999999994,18.9,24.05,44.22,41.60154827652359,Medium Risk
625,Crawford Elementary School,California,Public,High,8225.48,40.0,24.2,66.8,55.5,64.2,10.1,35.8,24.2,61.15,29.9,9.535943915433409,High Risk
626,Bridges Elementary School,Georgia,Public,High,17564.01,57.3,15.9,33.4,22.6,81.2,2.82,18.799999999999997,15.9,28.0,54.48,60.10053109577276,Medium Risk
627,Reed Middle School,North Carolina,Charter,Elementary,20819.92,48.1,16.0,55.9,40.2,52.0,4.66,48.0,16.0,48.05,43.44,38.813167738624465,High Risk
628,James High School,Illinois,Charter,Middle,18704.15,74.8,12.8,11.4,14.1,88.8,0.5,11.200000000000003,12.8,12.75,74.3,90.43440596978823,Low Risk
629,Duran High School,California,Public,Middle,23672.47,49.9,20.7,76.6,59.3,79.6,7.95,20.400000000000006,20.7,67.94999999999999,41.949999999999996,46.94971220401818,Medium Risk
630,Schmidt Middle School,Texas,Private,Middle,19281.68,40.0,20.9,76.4,94.6,59.4,12.54,40.6,20.9,85.5,27.46,18.122022752967187,High Risk
631,Salazar Middle School,Texas,Public,Elementary,15527.4,47.7,17.3,80.4,53.7,65.3,7.21,34.7,17.3,67.05000000000001,40.49,32.27898344023373,High Risk
632,Estrada Middle School,Florida,Private,High,14011.98,59.1,15.2,16.6,89.1,60.8,2.16,39.2,15.2,52.849999999999994,56.94,48.36931484119772,Medium Risk
633,Jones Middle School,Michigan,Public,High,6429.0,40.0,24.0,42.1,85.3,63.0,8.75,37.0,24.0,63.7,31.25,7.406812584887558,High Risk
634,Montgomery High School,North Carolina,Private,High,19890.29,40.0,21.2,71.0,31.8,50.4,10.5,49.6,21.2,51.4,29.5,21.167929708840447,High Risk
635,Jackson Elementary School,Michigan,Charter,High,22400.32,49.6,10.4,91.6,55.4,62.0,8.69,38.0,10.4,73.5,40.910000000000004,43.857147782920556,Medium Risk
636,Harris Elementary School,Georgia,Charter,Middle,24533.7,61.4,16.4,59.8,94.7,91.4,4.98,8.599999999999994,16.4,77.25,56.42,68.65789650490555,Medium Risk
637,Russell Middle School,California,Charter,High,16921.39,52.7,15.2,71.2,72.3,93.6,2.44,6.400000000000006,15.2,71.75,50.260000000000005,52.54460600581141,Medium Risk
638,Strickland Elementary School,Illinois,Charter,Elementary,12580.37,40.0,25.0,15.5,49.0,55.4,7.85,44.6,25.0,32.25,32.15,16.077063331523732,High Risk
639,Porter Middle School,New York,Private,High,21824.91,61.9,12.8,15.7,47.7,51.3,2.46,48.7,12.8,31.700000000000003,59.44,61.735494963646474,Medium Risk
640,Lewis Elementary School,California,Public,Elementary,22814.68,71.1,10.2,32.0,79.7,88.7,0.5,11.299999999999997,10.2,55.85,70.6,86.16797163498254,Low Risk
641,Garrett High School,Ohio,Public,High,21898.02,40.0,28.1,61.4,57.1,63.4,8.57,36.6,28.1,59.25,31.43,23.794641815736945,High Risk
642,Thompson Elementary School,Illinois,Public,High,18790.12,51.0,16.4,68.3,5.9,58.1,7.55,41.9,16.4,37.1,43.45,42.116300653633544,Medium Risk
643,Robles Middle School,California,Public,Middle,15474.18,52.4,13.4,61.7,53.5,56.3,3.92,43.7,13.4,57.6,48.48,39.890767888052174,High Risk
644,Collins Middle School,Georgia,Private,Middle,10805.01,44.3,27.4,55.3,48.5,97.3,6.49,2.700000000000003,27.4,51.9,37.809999999999995,30.32889969764514,High Risk
645,Ibarra High School,Georgia,Charter,Elementary,13074.9,46.7,17.5,73.5,58.1,95.4,3.54,4.599999999999994,17.5,65.8,43.160000000000004,40.36502482622161,Medium Risk
646,Taylor High School,North Carolina,Private,Elementary,16298.02,40.0,26.3,61.4,60.0,56.2,10.82,43.8,26.3,60.7,29.18,14.637142167083535,High Risk
647,Martinez High School,Texas,Private,Middle,8040.55,40.0,28.1,63.2,93.2,97.0,7.7,3.0,28.1,78.2,32.3,17.166431039711227,High Risk
648,Hayes Elementary School,Texas,Charter,High,21529.9,53.5,12.5,91.6,24.7,96.6,5.71,3.4000000000000057,12.5,58.15,47.79,61.8815155399723,Medium Risk
649,Copeland Elementary School,California,Private,High,19617.44,54.6,14.0,45.1,41.9,61.0,4.47,39.0,14.0,43.5,50.13,50.37482157364735,Medium Risk
650,Estrada Elementary School,California,Charter,Elementary,19772.47,49.7,29.2,32.2,65.8,77.8,5.15,22.200000000000003,29.2,49.0,44.550000000000004,40.52592670100747,Medium Risk
651,Lewis Middle School,Florida,Private,Middle,17981.18,51.2,25.4,84.2,59.1,83.0,7.97,17.0,25.4,71.65,43.230000000000004,39.88722772253849,High Risk
652,Flores High School,Illinois,Charter,High,21396.45,61.0,14.8,25.1,9.7,63.6,3.23,36.4,14.8,17.4,57.77,64.88325732091862,Medium Risk
653,Olson Middle School,Ohio,Private,Middle,9336.24,51.5,29.8,16.9,48.6,89.1,3.87,10.900000000000006,29.8,32.75,47.63,37.037436344960646,High Risk
